    0.0     69.27      0.00
   20.0    112.23     92.50
   40.0    108.40    106.46
   60.0    105.89    116.07
   80.0    103.60    124.45
  100.0    101.33    131.07
  120.0     99.03    135.22
  140.0     96.80    136.19
  160.0     94.84    133.75
  180.0     93.43    129.12
  200.0     92.61    124.81
  220.0     92.15    122.71
  240.0     91.72    123.02
  260.0     91.14    124.92
  280.0     90.31    127.32
  300.0     89.19    129.08
  320.0     87.85    128.94
  340.0     86.46    125.65
  360.0     85.37    118.78
  380.0     84.98    110.18
  400.0     85.29    103.41
  420.0     85.94    100.44
  440.0     86.58    101.01
  460.0     87.03    104.06
  480.0     87.24    108.67
  500.0     87.20    114.17
  520.0     86.93    120.10
  540.0     86.46    126.12
  560.0     85.79    132.01
  580.0     84.97    137.59
  600.0     84.02    142.78
  620.0     82.98    147.57
  640.0     81.88    152.08
  660.0     80.74    156.54
  680.0     79.56    161.30
  700.0     78.35    166.80
  720.0     77.08    173.49
  740.0     75.72    181.91
  760.0     74.26    192.65
  780.0     72.76    206.39
  800.0     71.40    223.62
  820.0     70.47    243.84
  840.0     70.19    264.77
  860.0     70.48    283.51
  880.0     71.04    298.61
  900.0     71.63    310.14
  920.0     72.12    318.66
  940.0     72.50    324.74
  960.0     72.78    328.81
  980.0     73.02    331.24
 1000.0     73.26    332.42
 1020.0     73.53    332.73
 1040.0     73.84    332.55
 1060.0     74.20    332.20
 1080.0     74.58    331.88
 1100.0     74.97    331.68
 1120.0     75.35    331.63
 1140.0     75.71    331.70
 1160.0     76.05    331.86
 1180.0     76.38    332.12
 1200.0     76.69    332.46
 1220.0     76.99    332.92
 1240.0     77.27    333.52
 1260.0     77.54    334.29
 1280.0     77.78    335.23
 1300.0     77.99    336.34
 1320.0     78.17    337.59
 1340.0     78.30    338.94
 1360.0     78.40    340.36
 1380.0     78.45    341.79
 1400.0     78.46    343.20
 1420.0     78.43    344.55
 1440.0     78.37    345.82
 1460.0     78.28    346.98
 1480.0     78.17    348.03
 1500.0     78.04    348.97
 1520.0     77.88    349.79
 1540.0     77.72    350.52
 1560.0     77.54    351.14
 1580.0     77.35    351.67
 1600.0     77.15    352.11
 1620.0     76.94    352.46
 1640.0     76.72    352.72
 1660.0     76.50    352.90
 1680.0     76.28    353.01
 1700.0     76.05    353.06
 1720.0     75.82    353.05
 1740.0     75.58    353.02
 1760.0     75.34    352.96
 1780.0     75.10    352.89
 1800.0     74.85    352.83
 1820.0     74.60    352.76
 1840.0     74.32    352.69
 1860.0     74.04    352.61
 1880.0     73.74    352.50
 1900.0     73.42    352.36
 1920.0     73.08    352.16
 1940.0     72.72    351.88
 1960.0     72.34    351.52
 1980.0     71.94    351.04
 2000.0     71.52    350.43
 2020.0     71.09    349.66
 2040.0     70.63    348.71
 2060.0     70.16    347.57
 2080.0     69.68    346.19
 2100.0     69.18    344.56
 2120.0     68.68    342.65
 2140.0     68.18    340.43
 2160.0     67.68    337.90
 2180.0     67.20    335.04
 2200.0     66.74    331.85
 2220.0     66.32    328.35
 2240.0     65.84    324.09
 2260.0     65.57    319.92
 2280.0     65.34    315.83
 2300.0     65.14    311.81
 2320.0     64.98    307.78
 2340.0     64.84    303.68
 2360.0     64.74    299.49
 2380.0     64.69    295.26
 2400.0     64.71    291.09
 2420.0     64.79    287.08
 2440.0     64.91    283.33
 2460.0     65.07    279.92
 2480.0     65.25    276.84
 2500.0     65.44    274.07
 2520.0     65.63    271.56
 2540.0     65.81    269.25
 2560.0     65.98    267.11
 2580.0     66.15    265.10
 2600.0     66.32    263.23
 2620.0     66.49    261.49
 2640.0     66.66    259.89
 2660.0     66.83    258.45
 2680.0     66.98    257.15
 2700.0     67.13    256.00
 2720.0     67.27    254.98
 2740.0     67.39    254.06
 2760.0     67.50    253.24
 2780.0     67.59    252.48
 2800.0     67.71    250.34
 2820.0     67.73    249.07
 2840.0     67.76    247.88
 2860.0     67.80    246.79
 2880.0     67.83    245.80
 2900.0     67.85    244.91
 2920.0     67.86    244.10
 2940.0     67.86    243.35
 2960.0     67.84    242.62
 2980.0     67.81    241.91
 3000.0     67.77    241.19
 3020.0     67.68    241.87
 3040.0     67.66    241.78
 3060.0     67.61    241.65
 3080.0     67.54    241.47
 3100.0     67.46    241.19
 3120.0     67.36    240.84
