    0.0     68.02      0.00
   20.0    111.86    114.03
   40.0    106.91    131.10
   60.0    102.31    140.41
   80.0     98.34    136.84
  100.0     96.66    127.60
  120.0     96.22    127.48
  140.0     95.17    133.81
  160.0     93.12    138.55
  180.0     90.77    134.10
  200.0     90.08    122.79
  220.0     90.86    119.09
  240.0     91.17    127.65
  260.0     90.28    139.98
  280.0     87.80    151.43
  300.0     83.19    152.55
  320.0     79.09    114.15
  340.0     83.17     83.85
  360.0     86.36     86.34
  380.0     87.81     95.42
  400.0     88.28    104.76
  420.0     88.25    114.18
  440.0     88.10    122.13
  460.0     87.87    130.37
  480.0     87.47    139.78
  500.0     86.76    150.30
  520.0     85.61    161.05
  540.0     84.03    170.71
  560.0     82.17    177.86
  580.0     80.43    182.08
  600.0     79.20    185.60
  620.0     78.51    192.35
  640.0     77.99    204.29
  660.0     77.46    220.98
  680.0     76.97    240.91
  700.0     76.69    262.08
  720.0     76.74    282.40
  740.0     77.05    300.55
  760.0     77.48    316.29
  780.0     77.86    330.03
  800.0     78.04    342.05
  820.0     77.96    352.49
  840.0     77.54    360.35
  860.0     76.89    365.06
  880.0     76.19    366.09
  900.0     75.74    363.93
  920.0     75.69    360.38
  940.0     75.98    357.27
  960.0     76.41    355.24
  980.0     76.87    354.00
 1000.0     77.33    353.21
 1020.0     77.78    352.73
 1040.0     78.25    352.50
 1060.0     78.72    352.55
 1080.0     79.21    352.89
 1100.0     79.70    353.58
 1120.0     80.21    354.77
 1140.0     80.71    356.61
 1160.0     81.16    359.16
 1180.0     81.53    362.30
 1200.0     81.78    365.83
 1220.0     81.90    369.50
 1240.0     81.92    373.08
 1260.0     81.85    376.43
 1280.0     81.70    379.48
 1300.0     81.49    382.20
 1320.0     81.25    384.55
 1340.0     80.97    386.57
 1360.0     80.68    388.26
 1380.0     80.38    389.68
 1400.0     80.07    390.88
 1420.0     79.75    391.90
 1440.0     79.43    392.71
 1460.0     79.10    393.29
 1480.0     78.78    393.60
 1500.0     78.47    393.65
 1520.0     78.20    393.51
 1540.0     77.97    393.32
 1560.0     77.78    393.24
 1580.0     77.63    393.38
 1600.0     77.48    393.84
 1620.0     77.32    394.61
 1640.0     77.13    395.72
 1660.0     76.90    397.07
 1680.0     76.60    398.59
 1700.0     76.24    400.18
 1720.0     75.81    401.76
 1740.0     75.31    403.25
 1760.0     74.75    404.59
 1780.0     74.11    405.73
 1800.0     73.40    406.61
 1820.0     72.60    407.11
 1840.0     71.73    407.20
 1860.0     70.76    406.65
 1880.0     69.70    405.23
 1900.0     68.57    402.64
 1920.0     67.41    398.53
 1940.0     66.28    392.60
 1960.0     65.30    384.75
 1980.0     64.62    375.39
 2000.0     64.30    365.45
 2020.0     64.33    356.01
 2040.0     64.59    347.82
 2060.0     64.98    340.97
 2080.0     65.42    335.29
 2100.0     65.86    330.47
 2120.0     66.29    326.28
 2140.0     66.71    322.54
 2160.0     67.13    319.18
 2180.0     67.55    316.12
 2200.0     67.97    313.36
 2220.0     68.40    310.92
 2240.0     68.83    308.77
